gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0034638,1663.9901073946041,-0.920702317348052,0.11236368373871228,-8.193949207726495,2.527917739021762e-16,2.4928242927624008e-14
FBgn0033095,1489.1157471908232,0.7714167365818042,0.09617916529418236,8.020622077788664,1.0521096476811537e-15,1.0223739198268797e-13
FBgn0038198,62.29234207390708,2.392182004867185,0.2982930570964959,8.019569842329012,1.0611611909441486e-15,1.0223739198268797e-13
FBgn0035403,496.3343361805905,-0.9916920802768506,0.12508784221046282,-7.927965362199699,2.2276542000948217e-15,2.1218406255903177e-13
FBgn0002527,37820.17251643901,-0.7398881959897675,0.09353232803796435,-7.910507644901666,2.5634143314319793e-15,2.4142178568609946e-13
FBgn0031805,3108.887434769668,-0.9089558700137249,0.11510425551564646,-7.896805082850893,2.861433182225503e-15,2.6649481037126853e-13
FBgn0261560,1755.824488656965,-0.8779002850041522,0.1112582608572064,-7.890652597301398,3.006103921224009e-15,2.768919018428532e-13
FBgn0051195,924.9380383724839,0.8061232676444857,0.10256046491443477,7.8599806301290345,3.841928660649124e-15,3.500331090604452e-13
FBgn0035968,295.0826879092353,1.0986489792939622,0.14030751879660316,7.830292978714983,4.867343823472336e-15,4.3868898847682926e-13
FBgn0034389,110.74744003861895,-1.9146244801492205,0.24469971158069437,-7.82438388578908,5.101491402157864e-15,4.549010737541193e-13
FBgn0052625,155.80098746962986,1.6392476901660524,0.20957297701654004,7.821846659346156,5.205399458951025e-15,4.592806133150262e-13
FBgn0031359,553.949111002306,-0.9061298428572995,0.11655915738304289,-7.773991020538417,7.605113267597858e-15,6.64021452177138e-13
FBgn0032598,315.32440837083107,1.0527520586075452,0.13565827559015523,7.760323165157081,8.471324587213793e-15,7.320272442270723e-13
FBgn0036299,655.1299709028247,0.8851531277379132,0.11450360172401455,7.730351835319363,1.0724975105318714e-14,9.173136870691986e-13
FBgn0027580,1310.0580599589387,-0.905162905553639,0.11713206498116537,-7.72771235356593,1.0949641391100677e-14,9.270696377798575e-13
FBgn0036684,908.2513246221924,-0.8819571647693627,0.1141901739452612,-7.723581936149273,1.1310538653552044e-14,9.480493499407322e-13
FBgn0050463,42.09456423736314,2.6700416020263513,0.3472153611170816,7.689871765569751,1.4728256970995915e-14,1.2222995042662154e-12
FBgn0030805,340.91615595811516,1.0004970344688633,0.1302469019612411,7.6815418977611545,1.5718505309633092e-14,1.291691289268084e-12
FBgn0261284,51.01385149197714,2.304864046637913,0.3003423569165249,7.6741225257099215,1.665548222078182e-14,1.3554005046077011e-12
FBgn0034438,74.59549776923528,1.9156506945970007,0.2500645679601513,7.660624254861514,1.850314722045922e-14,1.491282500018165e-12
FBgn0086910,87.06840666715325,1.7353880154903003,0.22804515311872378,7.609843891691181,2.7442718444329856e-14,2.1907130095273602e-12
FBgn0038528,152.60441974042038,1.384567704746691,0.1831976758801305,7.557779857713034,4.1000719154662414e-14,3.221932675398943e-12
FBgn0028514,599.0344667726466,-0.978374000063467,0.12945955160368186,-7.557372074473041,4.1129419740835944e-14,3.221932675398943e-12
FBgn0000567,261.17448992745113,-1.2291839893838175,0.1630397838282788,-7.539165966255525,4.729866970550679e-14,3.670902309921833e-12
FBgn0024984,120.72437320105959,1.4374982433902939,0.1920659983950144,7.484397318643819,7.187620376616143e-14,5.527214128146469e-12
FBgn0036373,3859.0395189424225,-1.067705138233176,0.1427380048136635,-7.4801741808497715,7.422416879423429e-14,5.655881662120653e-12
FBgn0037683,1434.3460350123673,-0.8813675836001889,0.11884607245667268,-7.416042998993561,1.2067133658157541e-13,9.112316605646533e-12
FBgn0040398,4196.245734678635,-0.8381703122269797,0.11324624365643952,-7.401307850614246,1.3484970061057282e-13,1.0092055272480547e-11
FBgn0040388,1478.429719510785,-0.9958993624831904,0.13580356794849052,-7.333381423829226,2.244170455371315e-13,1.664658120081625e-11
FBgn0031703,90.81939922612285,-1.858909270466025,0.2558029624123458,-7.266957555673361,3.676742667921528e-13,2.7033734247823024e-11
FBgn0051431,2283.690417952303,-0.7218289961569463,0.09937388910548581,-7.263769211957899,3.764500912365214e-13,2.743830143256107e-11
FBgn0022160,1326.3068104949245,-0.9405904690666516,0.12974965929716398,-7.2492712055021995,4.1902012253354435e-13,3.0277816095484215e-11
FBgn0036576,1775.6278350923542,-1.1056368343033278,0.15299789907787903,-7.226483768515909,4.956598376619771e-13,3.55095791391683e-11
FBgn0027515,446.3023070194175,0.9078827995818229,0.1256660584647715,7.224566527136948,5.027027244864814e-13,3.570893420886176e-11
FBgn0043364,1194.9376507158288,-1.1488615120030956,0.1595814396197446,-7.199217620424009,6.05590317829604e-13,4.2655949949981015e-11
FBgn0004396,2423.4177628591992,1.1133766843866166,0.15494479733875266,7.185634519579665,6.689577330602128e-13,4.672669765425586e-11
FBgn0037646,39.617565297894615,-2.7971073239114594,0.3893908721793729,-7.183289398275807,6.80538337546312e-13,4.7142746655480885e-11
FBgn0013763,28002.860258887195,-0.6838592839792159,0.09562695395312869,-7.151323509838114,8.594517091188592e-13,5.904855922814981e-11
FBgn0039113,474.33777181795233,0.9405107120201669,0.13195663559849088,7.127422639676053,1.0226571484935201e-12,6.969034324124134e-11
FBgn0029801,1492.2598536901494,-0.8190185701968967,0.11596104157902817,-7.06287697182101,1.6309011139849706e-12,1.1024365433404858e-10
FBgn0000079,159.51780339229285,-1.2671928175786715,0.17951975759725594,-7.0587930517461945,1.6795498346826919e-12,1.1262389371448258e-10
FBgn0034718,496.0439190244705,1.348956260096498,0.19151942152883009,7.043443684866367,1.8754582095435248e-12,1.2476262470153827e-10
FBgn0034405,2290.502725974486,0.6591383922102313,0.09360599982059414,7.0416254671018965,1.900100069016302e-12,1.2540660455507592e-10
FBgn0033065,29.948290180973345,2.970168249229926,0.42245998710302185,7.0306498601147185,2.0557379256904114e-12,1.3461871322763304e-10
FBgn0033426,352.94615624212014,-0.9913305538942383,0.14114281459215725,-7.023599159183288,2.1622456564301526e-12,1.4049568288525227e-10
FBgn0033782,162.2261016339261,-1.4308632207048075,0.2039351821075983,-7.016264706841359,2.2787814595199374e-12,1.469288168745855e-10
FBgn0035811,1035.7118175204453,0.8265713739394785,0.11788472184863728,7.011692108845006,2.3545290572490744e-12,1.4951259513531622e-10
FBgn0005593,33459.986192718905,-0.6853848947589052,0.09773628000436856,-7.012594450374725,2.339388265889872e-12,1.4951259513531622e-10
FBgn0031374,1994.6696522990005,-0.8217529135049929,0.11743577327989815,-6.997466705025349,2.606319716466084e-12,1.642569313039001e-10
FBgn0261015,434.52339627182766,-1.0859947127829017,0.15531121323875757,-6.9923780140292795,2.7026548121378067e-12,1.6905710921894847e-10
FBgn0003076,1498.6406081968678,0.6968547150457294,0.09989555080014698,6.9758333525771405,3.0406298344091125e-12,1.8878932794086801e-10
FBgn0028990,1360.3170542698922,-0.7661408907645928,0.11000864025932984,-6.964370152730947,3.298762314231966e-12,2.0331048321979662e-10
FBgn0033724,152.83492613280876,1.401572734994142,0.20134273502788397,6.961128916819562,3.375566928189952e-12,2.065255619860451e-10
FBgn0063492,587.7359976877281,0.8095814645120393,0.11633578953121204,6.95900606145656,3.4268177163560862e-12,2.081419282499762e-10
FBgn0031689,274.17493443193354,1.0027269872438822,0.14412114394394948,6.95752864433171,3.4629355653784856e-12,2.088224885539746e-10
FBgn0003502,1202.9079838618284,0.7225710388710943,0.10425652914144327,6.930702995980166,4.187543966682681e-12,2.507142394909588e-10
FBgn0261238,912.6095835853887,0.7479028862651648,0.1079629163631743,6.927405367129109,4.286290748978267e-12,2.5480630537543143e-10
FBgn0028542,1164.0122730499866,-1.0546008842470493,0.1526373295935357,-6.909193753948592,4.874158701830918e-12,2.877126636531462e-10
FBgn0036824,3000.134673902086,-0.6674034715868286,0.09663380861841277,-6.906521445535371,4.96681880823892e-12,2.911319947598505e-10
FBgn0038341,427.7557543899463,0.8427774014838313,0.12216311470329082,6.898787768556532,5.244815752267659e-12,3.052919835799133e-10
FBgn0031261,2746.349474383466,-0.7042716709266393,0.10226014609441861,-6.887059111732275,5.695755943023039e-12,3.292539745822008e-10
FBgn0035344,77.38893436397218,-1.6596352768003944,0.24143138503436576,-6.874148845909819,6.236106883722999e-12,3.5802087602305604e-10
FBgn0039640,72.02282987051726,-1.8042666358488704,0.2626873606525373,-6.868494286770866,6.488307141464792e-12,3.699659214949516e-10
FBgn0259749,1396.3781933751602,-0.6843595023599479,0.10006012667186644,-6.839482670296948,7.947967225206488e-12,4.5013419784919446e-10
FBgn0038865,282.7937710987657,-1.041301882122041,0.152543380067394,-6.826267266806278,8.715249778748014e-12,4.880258299077438e-10
FBgn0038476,1367.4279453314812,0.6918830626506355,0.10136043693139433,6.825967641782517,8.733461523044806e-12,4.880258299077438e-10
FBgn0027596,753.5232915776636,-0.8732291370663251,0.12839611674021426,-6.801055664581682,1.0385528054323554e-11,5.764999745121857e-10
FBgn0040752,4855.144321507678,-0.8577405883396629,0.1265363076670274,-6.7786124326999895,1.2133553340746502e-11,6.69101605935113e-10
FBgn0015371,376.5889615998757,-0.9845364428557765,0.1453070303928912,-6.775559587128845,1.2392565225383883e-11,6.789181811710307e-10
FBgn0260966,746.147648878967,-0.992523543134768,0.14669660425089323,-6.765824936460481,1.3255174397215522e-11,7.214602064770163e-10
FBgn0050069,1553.4879771985022,-0.874905436000003,0.12976251003927167,-6.74235906607555,1.558353775738121e-11,8.427175063378664e-10
FBgn0030037,713.7906270949634,0.7250787798138543,0.10755857859601839,6.7412454615748825,1.570346499792103e-11,8.437592539267568e-10
FBgn0038805,749.3032546185016,0.7517815678583897,0.11170523277613167,6.73004790532091,1.6960723694642396e-11,8.997771266360289e-10
FBgn0001124,1265.5737392438907,0.6517296231141858,0.09683803490596471,6.730099632309274,1.695469513759569e-11,8.997771266360289e-10
FBgn0051337,891.4054490382729,-0.943584267446084,0.1404552161262658,-6.718043611835853,1.8418057534730173e-11,9.70944391547851e-10
FBgn0004893,479.3186608199007,-0.8313233550361759,0.1238540435798284,-6.712121227599307,1.918152259379367e-11,1.0048720148823659e-09
FBgn0035266,383.4956659108499,1.00674417011572,0.15036069817750353,6.6955273706380405,2.148952183434915e-11,1.1187898882951216e-09
FBgn0032956,2798.1549867505423,0.6463461242983127,0.09681029972233707,6.676418998310168,2.4485129568985448e-11,1.2668787410323212e-09
FBgn0013811,352.21336245902637,-0.9144127961040813,0.1371882679036921,-6.66538626135298,2.639701728984235e-11,1.357422079285022e-09
FBgn0031313,1463.8340905810767,-0.7237161482640639,0.10893827109840831,-6.643359959424196,3.066117963883375e-11,1.5670854130042956e-09
FBgn0038351,97.37827462793969,-1.6312887930796491,0.24587276274045583,-6.634686879903178,3.251921083543367e-11,1.6519759104400302e-09
FBgn0032638,131.9347907021385,-1.3861054758506024,0.2091745832794028,-6.6265482838281855,3.436271093595744e-11,1.735109897983104e-09
FBgn0035150,2606.0266644097014,0.5873056988429515,0.08875522935498643,6.617139103927689,3.662168642423498e-11,1.8381016503469317e-09
FBgn0031117,326.5317222442301,0.9542100148418909,0.1443463290162846,6.610559626592516,3.8286986239494937e-11,1.910247134877658e-09
FBgn0004507,1829.861361566745,0.8648553062538383,0.13091172740081858,6.606400537408465,3.937766132283067e-11,1.95303880004714e-09
FBgn0052412,1088.279830618872,-0.6749129579226631,0.10218143296006052,-6.60504495162507,3.973967435528573e-11,1.9593997085059115e-09
FBgn0035761,584.2448078543994,0.7548004105004585,0.11429925981823479,6.6037208963626295,4.0096410054285244e-11,1.965427538450403e-09
FBgn0250867,435.9771775680865,0.8889331455795814,0.1347503160091329,6.596890989994654,4.198692434801989e-11,2.046130231890132e-09
FBgn0031547,265.2871057086296,-1.3539194131564731,0.20533175150432445,-6.593814172612064,4.286682097953293e-11,2.0769346442222257e-09
FBgn0038293,3300.8410822789947,0.5803693998680453,0.0882859310747333,6.5737472868329085,4.9064479118322717e-11,2.363554390630925e-09
FBgn0036663,7680.938045931916,-0.6948146141658904,0.10630960828322414,-6.535764973517765,6.328522978247543e-11,3.0311816916383377e-09
FBgn0015568,210.3671061070026,1.0613901436553275,0.1624511965967682,6.5335938785965375,6.420991369716511e-11,3.0579971398274887e-09
FBgn0053516,706.2328470943322,-0.7790183205400084,0.11953378797031224,-6.517139076471731,7.16609792924665e-11,3.3935724770025665e-09
FBgn0086450,5597.668680630349,-0.5650658149606739,0.08681870761898947,-6.508572063068578,7.586851224455328e-11,3.572639717044077e-09
FBgn0004369,833.1946141872252,-0.7857745018104166,0.12111376737137164,-6.487904049760033,8.703867832584497e-11,4.075744143727556e-09
FBgn0010591,1635.844790007484,-0.6688046435208824,0.10320593539637778,-6.480292445897016,9.154500539767533e-11,4.262945751351748e-09
FBgn0033775,46.88097216865942,1.9398403101385187,0.29964506364054466,6.473793649627942,9.557240214264303e-11,4.4258998605504635e-09
FBgn0004108,660.4053648259065,0.782806485797445,0.12099265783815111,6.469867674488033,9.808877732306772e-11,4.517473250120625e-09
FBgn0039809,582.9856597792209,-0.8649313478325583,0.13466059167605943,-6.423047285528375,1.335729771732541e-10,6.118080298722492e-09
FBgn0032029,339.98318606773233,-0.9328780273378584,0.14556322905501706,-6.408747823155723,1.4671963895848982e-10,6.683717466032943e-09
FBgn0037635,167.51902361971764,-1.093720051969351,0.17086674826732456,-6.4010116834330075,1.543507601280638e-10,6.9933409264509774e-09
FBgn0030598,37.95026250191347,2.1548979760558677,0.3371560629096287,6.391396190414843,1.6437786071509287e-10,7.4076087554511205e-09
FBgn0028473,22265.414021214634,-0.5814256536511809,0.09135053995019479,-6.364775227034015,1.9557592943290883e-10,8.766403425169207e-09
FBgn0011274,777.0522541915351,-0.7095515400691205,0.11151072922727133,-6.3630786471046665,1.977493682244355e-10,8.816676619453288e-09
FBgn0027949,1448.181325341447,0.6326550935728832,0.10020603781112462,6.31354265064702,2.7271911890648163e-10,1.2094876479757296e-08
FBgn0036007,1262.7534217002383,0.7992109736828237,0.1266455258188397,6.310613568978791,2.7793137236307576e-10,1.2261161911301583e-08
FBgn0030452,945.4686118681122,-0.7235147279532412,0.1146752103223943,-6.309251371060707,2.8038840188452584e-10,1.2304793636628772e-08
FBgn0086365,3446.8973877756403,-0.5662660927534418,0.08993880195599437,-6.2961267043617815,3.051749542517728e-10,1.3322794096553956e-08
FBgn0039098,308.48671008910287,-0.9897772928408716,0.15728490017860547,-6.292894560869647,3.116000066114387e-10,1.349088711923723e-08
FBgn0035727,65.23900540124431,1.5636192019366513,0.24851793248546467,6.291776155944418,3.138538520939227e-10,1.349088711923723e-08
FBgn0020257,1080.0129250608566,-0.6825900987371502,0.10847718819668613,-6.292475958166499,3.124417314333709e-10,1.349088711923723e-08
FBgn0011722,13208.725678616393,-0.6205837770991768,0.09883308144598799,-6.279109869080872,3.405169053239441e-10,1.4562309696047444e-08
FBgn0027594,7010.504686909725,-0.5805680576372992,0.09274450009677794,-6.259865081287649,3.853106811972377e-10,1.639428492281851e-08
FBgn0020240,2424.8336527755228,0.6554775134095533,0.10482442732104497,6.253098921323246,4.02387081986491e-10,1.7034386470761453e-08
FBgn0037680,416.83545776672463,0.7998812217151542,0.12801163380262637,6.248504123839589,4.1440228564877965e-10,1.7454874162352115e-08
FBgn0260745,6070.776210911848,-0.6049953252089335,0.09730339263645553,-6.2176179968288885,5.047585629464762e-10,2.1154431373086816e-08
FBgn0026376,1400.2659385580625,-0.9854394600855835,0.15870720496586269,-6.209166498128095,5.326636381645827e-10,2.2102904035126395e-08
FBgn0027348,172.9758372646436,-1.2268915685495794,0.19757268223296984,-6.209823922433151,5.304400234301343e-10,2.2102904035126395e-08
FBgn0031307,1793.9096791883073,0.7534947609320141,0.12143217603959232,6.205066774775913,5.467368313195348e-10,2.2575113892218428e-08
FBgn0027091,1185.7177427211705,-0.6655344235628757,0.10767480376520927,-6.180967137066807,6.371007931723006e-10,2.6177347295932468e-08
FBgn0020248,35.626396782563404,2.08815415359122,0.33844470870230575,6.16985315444228,6.835344416484655e-10,2.794822287754848e-08
FBgn0039593,42.49512999783445,1.972945659964091,0.3204303315709079,6.157175103529482,7.405395684099452e-10,3.0132051759282334e-08
FBgn0003074,2163.3143947118333,0.6095937325980141,0.09916269953959453,6.147409614989458,7.875855221234755e-10,3.1891506504536095e-08
FBgn0005640,1577.7827269182162,0.6467841037516596,0.10532338342549624,6.140935495194972,8.203689497328191e-10,3.3059291041636965e-08
FBgn0037872,397.0189158851052,-0.8285812348915554,0.1352669787467387,-6.1255248144701575,9.038518266892099e-10,3.624921536511463e-08
FBgn0259224,251.94732632555824,1.1107037728261306,0.18260959839440966,6.082395353759967,1.1840017337173568e-09,4.725858348580421e-08
FBgn0025678,10270.194608225172,0.5214786048610822,0.08580309978446533,6.077619645106296,1.2197966342042372e-09,4.845656581943089e-08
